,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Scaffold_4.tif,1015.87,612.24,566.89,675.74,671.2,616.78,820.86,870.75,725.62,739.23,879.82,947.85,970.5200000000001,975.0600000000001,938.78,825.4,1115.65,693.12,807.2560000000001,962.21,64.96429,1.8102882372399705,43.44691769375929,24.0
